Document,Category
"I heard that Eli is selling the team to a group in Cinninati. This would
help so that the O's could make some real free agent signings in the 
offseason. Training Camp reports that everything is pretty positive right
now. The backup catcher postion will be a showdown between Tackett and Parent
although I would prefer Parent. #1 Draft Pick Jeff Hammonds may be coming
up faster in the O's hierarchy of the minors faster than expected. Mike
Flanagan is trying for another comeback. Big Ben is being defended by
coaches saying that while the homers given up were an awful lot, most came
in the beginning of the season and he really improved the second half. This
may be Ben's year. 
	I feel that while this may not be Mussina's Cy Young year, he will
be able to pitch the entire season without periods of fatigue like last year
around August. I really hope Baines can provide the RF support the O's need.
Orsulak was decent but I had hoped that Chito Martinez could learn defense
better and play like he did in '91. The O's right now don't have many
left-handed hitters. Anderson proving last year was no fluke and Cal's return
to his averages would be big plusses in a drive for the pennant. The 
rotation should be Sutcliffe, Mussina, McDonald, Rhodes, ?????. Olson is an
interesting case. Will he strike out the side or load the bases and then get
three pop outs? You never know.
The way I see the AL East this year (with personal biases mixed in)
Baltimore
New York
Toronto
Milwaukee
Cleveland
Boston
Detroit
(The top 4 are the only true contenders in my mind. One of these 4 will
definitely win the division unless it snows in Hell/Maryland :). I feel
that this Baltimore's season to finally put everything together.)
__________________________________________________________________________
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
 
",9
"My, my, my.  I knew that I would receive a response to my post, but not
THIS extensive.  Thank you to all who responded; it at least showed that
people were willing to think about it, even though the general response was
a return to the same old ""Why should it matter?"" question.  To those of you
who were a part of this response, I suggest that you read the articles
covering this same question in soc.culture.african.american, for you are in
DIRE need of some cultural enlightenment.

Hasta luego",15
"
   My understanding is that the 'expected errors' are basically
   known bugs in the warning system software - things are checked
   that don't have the right values in yet because they aren't
   set till after launch, and suchlike. Rather than fix the code
   and possibly introduce new bugs, they just tell the crew
   'ok, if you see a warning no. 213 before liftoff, ignore it'.

Good grief. And I thought the Shuttle software was known for being
well-engineered. If this is actually the case, every member of the
programming team should be taken out and shot.

(given that I've heard the Shuttle software rated as Level 5 in
maturity, I strongly doubt that this is the case).",14
"Not exactly dumb, but who remebers the tachometer on the 69 or 70 Firebird 
bulging out of the _hood_ right in front of the driver. Neat place but I love 
to know what the elemnts did to its internals after a few years. Also, does 
the speedomete pointer on many US cars have to be 3 feet long?. ",7
"
Try Parts Express in Dayton, Ohio also.  They have a complete line of 
professional arcade buttons, joysticks etc...

The have a 1-800 number so call 1-800-555-1212 and ask them what the 1-800
number for Part Express in Dayton, Ohio is.  I love the free 1-800 directory 
assistance...

                                                               - Dan
-- 
             Daniel Joseph Rubin     rubin@cis.ohio-state.edu ",12
"	The information in the packets isn't necessarily
distinctive -- you need to know that it is an X11 connection.
	-- Ethan
",5
"                                                 ^
I'd make that, ""1 BIG, MAD, and HUNGRY with CUBS NEARBY Polar bear @...""

Drew ",16
"

Does that imply that people who take marriage vows but aren't sincere
are not married?",15
"Jeff,
  I have answers to both of your questions.  First, I recommend the Sony
CPD-1320 monitor.  It is a 14"" Trinitron VGA monitor, but it is designed
specifically for use with the LC.  It works only with Macs with specific video
capabilities which means only the LC's and anything after the ci.  All it
takes is a MAC<->VGA cable (I recommend one from James Engineering which is
about $20).  These cost about $335 as compared to the much higher prices of
comparable monitors because they are not multisynch.  I have used one for half
a year and I love it.  
Second, I have used Syex and found them to be decent.  I had a backorder on a
Supra modem which I cancelled.  They were helpful in explaining the reasons
why there were delays and they had Supra's number ready for me.  The only
complaint was that they did not always return my calls.  
I have been told that the CPD-1320 is selling for $339 from J&R's
(800)221-8180.  I think Syex is a little more, but I don't know.

-David",4
"Nolan Ryan has torn cartlidge inhis right knee.  Is having surgery and
is expected to miss 2-5 weeks.  ",9
"What ways are there to hook up to an appletalk network to use an Apple
LaserWriter?  Is there a way I can use an AppleShare File Server also?  The
less memory used the better. Thanks. Any help greatly appreciated.
",3
"* FOR SALE *
                        From Ann Arbor, Michigan

1988 Kawasaki EX-500 
6682 miles
Cherry Red
Excellent condition
Asking $2300",8
"[Deletions]

Geez, Dal must have slipped something into Ted's drink sometime.  Comparing
Prince to Pagnozzi offensively is laughable.  Prince has never hit well in
the minors and he's now 27 years old, I think.  Pagnozzi was not a bad hitter
in the minors.  (I'll bring in the numbers tomorrow assuming I don't have
another brain cramp and forget.)  He had a very good year at Louisville 
before coming up to the majors.  As I recall, the hype on Pagnozzi coming up
in the organization was good hit, decent fielding.  When he got to the 
majors and didn't hit as well as expected (not as much playing time?), he 
became Exhibit 312 in Nichols' Law of Catcher Defense and got the reputation 
as an outstanding defensive catcher.  It's not clear he ever learned to
hit.  His four years with more than 100 AB--

Born 31 July 1962
Year     AB      BA     SLG     OBA  
1988    195    .282    .320    .328
1990    220    .277    .373    .321
1991    459    .264    .351    .317
1992    485    .249    .359    .290 

No power, less-than-league-average walks, peak year when he turned 28, 
now declining.  If Ted is going to invoke Pagnozzi as a model for Prince,
given that Prince has underperformed Pagnozzi in the minors, it's not
a rosy picture.

BTW, I'm still unhappy with moving Zeile, who had the same reputation 
coming up in the Cardinal organization as Pagnozzi, except that he was
a much, much better hitter, to 3rd where he could be an average hitter
and a below average fielder instead of a well-above average hitter
as an average (or below average) fielding catcher.

Harold",9
"[...]
henrik]  Country. Turks and Azeris consistantly WANT to drag ARMENIA into the
henrik]  KARABAKH conflict with Azerbaijan. 

BM] Gimme a break.  CAPITAL letters, or NOT, the above is pure nonsense.  It
BM] seems to me that short sighted Armenians are escalating the hostilities
			^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
henrik]	Again, Armenians in KARABAKH are SIMPLY defending themselves. What do
henrik]	want them to do. Lay down their ARMS and let Azeris walk all over them.

News reports I've seen say otherwise both location and motives wise.  
CAPS don't change facts.

BM] while hoping that Turkey will stay out.  Stop and think for a moment,
BM] will you?  Armenia doesn't need anyone to drag her into the conflict, it
BM] is a part of it.  

henrik]   Armenians KNEW from the begining that TURKS were FULLY engaged 
henrik]   training AZERIS militarily to fight against  KARABAKHI-Armenians.

So?  Should I, at this point break into caps and start talking about 
DEFENSE etc.?  I don't know how 'fully engaged' Turkey is/was though.

henrik] The KARABAKHI-ARMENIANS who have lived in their HOMELAND for 3000 
henrik] years (CUT OFF FROM ARMENIA and GIVEN TO AZERIS BY STALIN) are the 
henrik] ones DIRECTLY involved in the CONFLICT. They are defending 
henrik] themselves against AZERI AGGRESSION. 

BM] Huh?  You didn't expect Azeri's to be friendly to forces fighting with them
BM]  within their borders?  

henrik] Well, history is SAD. Remember, those are relocated Azeris into 
henrik] the Armenian LAND of KARABAKH by the STALIN regime.

So I hear.  This justifies bloodshed N years after the fact?

henrik] At last, I hope that the U.S. insists that Turkey stay out of the 
henrik] KARABAKH crisis so that the repeat of the CYPRUS invasion WILL NEVER 
henrik] OCCUR again.

BM] You're not playing with a full deck, are you?  Where would Turkey invade?

henrik] It is not up to me to speculate but I am sure Turkey would have stepped
henrik] into Armenia if SHE could.

Why would Turkey do that?  Do you not realize that this is a local clash
that Turkey never wished to see happen?  Turkey has other plans for region,
like economic revival, co-operation etc.  Good stuff in other words,  I'd
be happy to bicker with Armenians over trade barriers and such on USENET
rather than 'who killed whom in what way' which I detest doing and wouldn't 
do.  

BM] Are you throwing the Cyprus buzzword around with s.c.g. in the header
BM] in hopes that the Greek netters will jump the gun?  

henrik]	   Absolutely NOT ! I am merely trying to emphasize that in many
henrik]	   cases, HISTORY repeats itself. 

Even if one buys into your implicit premise, the sane thing to do would
be to try not to provoke Turkey as was done in '74.  If there'd been
a democratic government instead of a bunch of idiots in Athens at the
time, everybody would have stayed home with their families.  [I have no
wish to go into the Cyprus quarrel, but I suspect what I've said is not
only accurate but also palatable to all parties involved]

BM] Yes indeed Turkey has the military prowess to intervene, what she wishes 
BM] she had, however, is the diplomatic power to stop the hostilities and bring
BM] the parties to the negotiating table.  That's hard to do when Armenians 
BM] are attacking Azeri towns.

henrik]	   So, let me understand in plain WORDS what you are saying; Turkey
henrik]	   wants a PEACEFUL END to this CONFLICT. NOT !!

So what do you think we want?  War, death and destruction?  

henrik]	   I will believe it when I see it.

No, if you allow yourself to believe it you just might see it.

henrik]  Now, as far as attacking, what do you do when you see a GUN pointing
henrik]to your HEAD ? Do you sit there and WATCH or DEFEND yoursef(fat chance)?
	
This kind of childish rhetoric doesn't help anthing.

henrik]  Do you remember what Azeris did to the Armenians in BAKU ? All the
henrik]  BARBERIAN ACTS especially against MOTHERS and their CHILDREN. I mean
henrik]  BURNING people ALIVE !

Now, some Azeri will come out and give a description of similar stuff
perpetrated by Armenians.  One should re-hash stuff like this often to
keep the hatred alive, right?

BM] Armenian leaders are lacking the statesmanship to recognize the 
BM]futility of armed conflict and convince their nation that a compromise that 
BM] leads to stability is much better than a military faits accomplis that's 
BM] going to cause incessant skirmishes.  

henrik]	   Armenians in KARABAKH want PEACE and their own republic. They are 
henrik]	   NOT asking much. They simply want to get back what was TAKEN AWAY 
henrik]	   from them and GIVEN to AZERIS by STALIN. 

Well they obviously aren't getting anywhere with their current methods
of asking (not very peaceful I'd say).

BM] Think of 10 or 20 years down the line -- both of the newly independent 
BM] countries need to develop economically and neither one is going to wipe 
BM] the other out.   These people will be neighbors, would it not be better 
BM] to keep the bad blood between them minimal?

henrik]	   Don't get me WRONG. I also want PEACEFUL solution to the
henrik]	   conflict. But until Azeris realize that, the Armenians in
henrik]	   KARABAKH will defend themselves against aggresion.

I don't know if you want a solution or just want to exchange slogans.
Peace isn't what's happening right now, furthermore what's happening
right now isn't condusive to peace.  You can spend days and nights 
raving about how 'right' the Armenian position is and I'm sure
there'll be others who'd be happy to talk to you by arguing the other
side.  If entrenched positions lead to war, and if people want peace
than they should sit down and talk about a compromise.  Armenia isn't
strong enough to exercise the 'we think we're right, and we have the 
bombs, so we'll do whatever we want, so there...' style of foreign 
relations.  Yes you can type Stalin in caps, and give one sided
atrocity stories etc. but for peace you need to be willing to talk to 
the other side.  You personally can choose not to do that of course,
this being just USENET.  The people in power shouldn't be so childish.


BM] If you belong to the Armenian diaspora, keep in mind that what strikes
BM] your fancy on the map is costing the local Armenians dearly in terms of 
BM] their blood and future. 

henrik]	   Again, you are taking different TURNS. Armenia HAS no intension
henrik]	   to GRAB any LAND from Azerbaijan. The Armenians in KARABAKH
henrik]	   are simply defending themselves UNTIL a solution is SET.

Azeri's would disagree with you on this, and the maps I've seen support
what they'd be saying.  It doesn't seem likely that a solution will be
reached in this manner.  

BM] It's easy to be comfortable abroad and propagandize 
BM] craziness to have your feelings about Turks tickled.  The Armenians
BM] in Armenia and N-K will be there, with the same people you seem to hate 
BM] as their neighbors, for maybe 3000 years more.  The sooner there's peace in
BM] the region the better it is for them and everyone else.  I'd push for
BM] compromise if I were you instead of hitting the caps-lock and spreading
BM] inflammatory half-truths.

henrik]   It is NOT up to me to decide the PEACE initiative. I am absolutely
henrik]   for it. 

It didn't look it when I read your posting.  It would seem to me 
that if you can spew mis-information about a boogey-man, you can also
talk about how one might avoid the nastiness.  Fair?

henrik] But, in the meantime, if you do not take care of yourself,
henrik] you will be WIPED out. Such as the case in the era of 1915-20 of
henrik] The Armenian Massacres.

You don't realize I can say the same thing about 'The Turkish Massacres.'
Yes, boys and girls, let's always talk about how bad and nasty things were.
Let's do that so we're overwhelmed by anger, and let's do that so our
kids will also be hateful.  Sounds crazy doesn't it?  Don't do it then.",17
